,Unnamed: 0,md,kh_kl,kv_kl,well_id,phi_best,clean_litho,grain_density,grain_size,sorting,cement,cement_grade,wellbore_y,formation,Level,npd_litho_id,coor_ns,coor_ew,npd_id
0,0,2921.0,0.55,0.06,1521,15.9,sandstone,2.7,very fine grained fine grained,well cementedsorted,cemented,6,1/3-6,FORTIES FM,FORMATION,44,56.93747800000001,2.705781,1521
1,1,2921.25,4.71,0.05,1521,16.1,sandstone,2.69,very fine grained fine grained,well cementedsorted,cemented,6,1/3-6,FORTIES FM,FORMATION,44,56.93747800000001,2.705781,1521
2,2,2921.75,7.62,2.46,1521,22.0,sandstone,2.67,fine grained medium grained,medium sorted,cemented,6,1/3-6,FORTIES FM,FORMATION,44,56.93747800000001,2.705781,1521
3,3,2922.0,12.14,2.46,1521,23.2,sandstone,2.66,very fine grained fine grained,well cementedsorted,cemented,6,1/3-6,FORTIES FM,FORMATION,44,56.93747800000001,2.705781,1521
4,4,2922.25,3.38,0.55,1521,22.0,sandstone,2.68,very fine grained fine grained,very well cementedsorted,cemented,6,1/3-6,FORTIES FM,FORMATION,44,56.93747800000001,2.705781,1521
5,5,2922.5,3.92,1.01,1521,19.5,sandstone,2.67,very fine grained medium grained,medium sorted,cemented,6,1/3-6,FORTIES FM,FORMATION,44,56.93747800000001,2.705781,1521
6,6,2923.0,0.41,0.35,1521,19.0,sandstone,2.68,very fine grained fine grained,well cementedsorted,cemented,6,1/3-6,FORTIES FM,FORMATION,44,56.93747800000001,2.705781,1521
7,7,2923.5,10.21,2.3,1521,23.7,sandstone,2.66,fine grained,well cementedsorted,cemented,6,1/3-6,FORTIES FM,FORMATION,44,56.93747800000001,2.705781,1521
8,8,2923.75,11.46,7.05,1521,21.8,sandstone,2.66,fine grained medium grained,medium sorted,cemented,6,1/3-6,FORTIES FM,FORMATION,44,56.93747800000001,2.705781,1521
9,9,2924.0,9.71,12.05,1521,21.9,sandstone,2.65,fine grained,well cementedsorted,cemented,6,1/3-6,FORTIES FM,FORMATION,44,56.93747800000001,2.705781,1521
10,10,2924.25,0.88,0.2,1521,20.7,sandstone,2.69,fine grained medium grained,medium sorted medium,cemented,6,1/3-6,FORTIES FM,FORMATION,44,56.93747800000001,2.705781,1521
11,11,2924.75,0.31,0.22,1521,17.0,sandstone,2.68,fine grained,medium sorted,cemented,6,1/3-6,FORTIES FM,FORMATION,44,56.93747800000001,2.705781,1521
12,12,2925.0,0.07,0.04,1521,9.4,sandstone,2.67,fine grained medium grained,medium sorted,cemented,6,1/3-6,FORTIES FM,FORMATION,44,56.93747800000001,2.705781,1521
13,13,5024.75,0.95,0.45,2829,16.4,sandstone,2.63,very fine grained fine grained,well cementedsorted,very well cemented,2,1/3-8,ULA FM,FORMATION,179,56.86865,2.889097,2829
14,14,5025.5,0.04,0.02,2829,11.1,sandstone,2.67,very fine grained fine grained,well cementedsorted,very well cemented,2,1/3-8,ULA FM,FORMATION,179,56.86865,2.889097,2829
15,15,5026.5,1.52,1.16,2829,18.1,sandstone,2.64,very fine grained fine grained,well cementedsorted,very well cemented,2,1/3-8,ULA FM,FORMATION,179,56.86865,2.889097,2829
16,16,5027.5,0.92,0.31,2829,17.2,sandstone,2.64,very fine grained fine grained,well cementedsorted,very well cemented,2,1/3-8,ULA FM,FORMATION,179,56.86865,2.889097,2829
17,17,5028.5,0.09,0.1,2829,9.2,sandstone,2.73,very fine grained fine grained,well cementedsorted,very well cemented,2,1/3-8,ULA FM,FORMATION,179,56.86865,2.889097,2829
18,18,5029.25,0.67,0.1,2829,15.5,sandstone,2.64,very fine grained fine grained,well cementedsorted,very well cemented,2,1/3-8,ULA FM,FORMATION,179,56.86865,2.889097,2829
19,19,5030.75,1.17,0.81,2829,16.8,sandstone,2.63,fine grained,well cementedsorted,very well cemented,2,1/3-8,ULA FM,FORMATION,179,56.86865,2.889097,2829
20,20,5031.25,0.02,0.02,2829,3.8,sandstone,2.81,very fine grained,well cementedsorted,very well cemented,2,1/3-8,ULA FM,FORMATION,179,56.86865,2.889097,2829
21,21,5032.5,0.18,0.02,2829,6.2,sandstone,2.76,very fine grained fine grained,well cementedsorted,very well cemented,2,1/3-8,ULA FM,FORMATION,179,56.86865,2.889097,2829
22,22,5035.25,0.02,0.02,2829,11.0,sandstone,2.68,very fine grained,well cementedsorted,very well cemented,2,1/3-8,ULA FM,FORMATION,179,56.86865,2.889097,2829
23,23,5036.5,0.02,0.03,2829,11.1,sandstone,2.69,very fine grained fine grained,well cementedsorted,very well cemented,2,1/3-8,ULA FM,FORMATION,179,56.86865,2.889097,2829
24,24,5037.5,0.02,0.02,2829,11.3,sandstone,2.66,very fine grained fine grained,well cementedsorted,very well cemented,2,1/3-8,ULA FM,FORMATION,179,56.86865,2.889097,2829
25,25,5038.5,0.21,0.06,2829,13.5,sandstone,2.64,very fine grained,well cementedsorted,very well cemented,2,1/3-8,ULA FM,FORMATION,179,56.86865,2.889097,2829
26,26,4273.33,132.0,118.0,3362,26.1,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
27,27,4274.33,6.32,17.5,3362,18.9,sandstone,2.66,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
28,28,4275.33,43.2,31.5,3362,23.5,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
29,29,4276.33,16.6,3.94,3362,18.7,sandstone,2.67,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
30,30,4277.33,87.6,84.8,3362,24.6,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
31,31,4278.33,85.5,39.0,3362,23.5,sandstone,2.63,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
32,32,4279.33,27.3,26.4,3362,19.8,sandstone,2.75,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
33,33,4280.33,28.1,10.6,3362,20.4,sandstone,2.67,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
34,34,4281.33,9.3,2.24,3362,18.3,sandstone,2.66,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
35,35,4282.33,5.74,1.65,3362,17.3,sandstone,2.67,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
36,36,4283.33,6.31,5.12,3362,18.4,sandstone,2.66,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
37,37,4284.33,3.65,1.46,3362,15.9,sandstone,2.67,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
38,38,4285.33,54.6,26.8,3362,22.4,sandstone,2.66,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
39,39,4286.33,32.4,14.5,3362,21.4,sandstone,2.67,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
40,40,4287.33,59.5,12.6,3362,22.9,sandstone,2.65,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
41,41,4288.33,30.0,3.37,3362,21.6,sandstone,2.65,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
42,42,4289.66,11.2,6.91,3362,17.6,sandstone,2.65,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
43,43,4290.33,110.0,84.2,3362,24.9,sandstone,2.64,fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
44,44,4291.33,119.0,100.0,3362,24.6,sandstone,2.64,fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
45,45,4292.66,5.97,0.64,3362,16.1,sandstone,2.65,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
46,46,4293.33,9.47,5.45,3362,20.2,sandstone,2.65,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
47,47,4295.33,2.02,5.41,3362,14.8,sandstone,2.67,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
48,48,4296.33,13.7,5.86,3362,17.4,sandstone,2.67,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
49,49,4298.33,502.0,22.1,3362,24.4,sandstone,2.64,fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
50,50,4299.33,479.0,131.0,3362,25.2,sandstone,2.63,fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
51,51,4300.33,399.0,300.0,3362,24.5,sandstone,2.64,fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
52,52,4301.33,162.0,58.9,3362,22.7,sandstone,2.64,fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
53,53,4302.33,45.9,11.0,3362,17.3,sandstone,2.63,fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
54,54,4303.33,44.4,48.1,3362,16.1,sandstone,2.65,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
55,55,4304.33,99.0,15.2,3362,20.0,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
56,56,4305.33,8.09,1.02,3362,13.9,sandstone,2.62,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
57,57,4306.33,1.21,9.24,3362,11.9,sandstone,2.65,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
58,58,4307.33,11.4,0.23,3362,13.8,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
59,59,4308.33,8.88,8.77,3362,15.9,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
60,60,4309.33,3.97,2.02,3362,11.8,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
61,61,4310.33,1.98,0.24,3362,11.5,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
62,62,4313.66,0.84,1.04,3362,10.9,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
63,63,4314.33,2.95,3.42,3362,11.4,sandstone,2.65,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
64,64,4315.33,0.91,0.7,3362,10.6,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
65,65,4316.33,1.24,2.08,3362,9.6,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
66,66,4317.33,1.45,3.6,3362,9.7,sandstone,2.63,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
67,67,4318.33,60.5,52.9,3362,15.2,sandstone,2.63,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
68,68,4319.33,5.01,2.56,3362,12.5,sandstone,2.63,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
69,69,4320.33,3.55,1.74,3362,12.2,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
70,70,4321.33,12.7,8.91,3362,12.4,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
71,71,4322.0,1.56,0.11,3362,9.7,sandstone,2.65,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
72,72,4323.33,0.03,0.04,3362,4.0,sandstone,2.71,very fine grained fine grained,well cementedsorted,very well cemented,2,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
73,73,4324.33,0.47,0.74,3362,9.4,sandstone,2.66,fine grained,well cementedsorted,very well cemented,2,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
74,74,4325.33,0.79,0.52,3362,10.9,sandstone,2.64,very fine grained fine grained,well cementedsorted,very well cemented,2,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
75,75,4326.33,3.7,0.35,3362,10.1,sandstone,2.63,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
76,76,4327.33,6.55,5.95,3362,10.5,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
77,77,4328.33,16.1,1.37,3362,11.4,sandstone,2.63,fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
78,78,4329.33,2.13,0.94,3362,11.3,sandstone,2.63,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
79,79,4330.33,0.2,0.11,3362,7.7,sandstone,2.68,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
80,80,4331.33,8.85,0.84,3362,11.8,sandstone,2.63,fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
81,81,4332.33,7.73,1.22,3362,11.3,sandstone,2.63,fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
82,82,4334.33,19.5,5.8,3362,12.3,sandstone,2.63,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
83,83,4335.33,1.06,2.46,3362,11.0,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
84,84,4336.33,1.25,4.91,3362,9.7,sandstone,2.63,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
85,85,4337.33,0.65,15.2,3362,10.2,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
86,86,4338.33,80.3,4.08,3362,16.7,sandstone,2.64,fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
87,87,4339.33,1.19,4.81,3362,11.1,sandstone,2.66,fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
88,88,4340.33,888.0,46.8,3362,24.7,sandstone,2.63,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
89,89,4341.33,841.0,162.0,3362,25.5,sandstone,2.63,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
90,90,4342.33,164.0,73.2,3362,21.8,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
91,91,4343.33,996.0,93.2,3362,25.9,sandstone,2.63,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
92,92,4344.33,25.9,6.7,3362,17.8,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
93,93,4345.33,51.7,36.0,3362,20.1,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
94,94,4346.33,199.0,122.0,3362,21.8,sandstone,2.66,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
95,95,4347.33,142.0,3.47,3362,21.3,sandstone,2.65,very fine grained fine grained,fair sorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
96,96,4348.33,186.0,53.0,3362,23.4,sandstone,2.63,very fine grained fine grained,fair sorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
97,97,4349.33,38.5,6.24,3362,19.6,sandstone,2.64,very fine grained fine grained,fair sorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
98,98,4350.33,106.0,97.0,3362,23.0,sandstone,2.64,very fine grained fine grained,fair sorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
99,99,4351.33,67.3,10.4,3362,19.9,sandstone,2.65,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
100,100,4352.33,64.1,49.6,3362,20.7,sandstone,2.65,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
101,101,4353.33,161.0,112.0,3362,23.8,sandstone,2.63,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
102,102,4354.33,82.1,26.0,3362,21.1,sandstone,2.61,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
103,103,4355.33,50.0,22.1,3362,22.2,sandstone,2.63,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
104,104,4356.33,8.36,2.17,3362,20.3,sandstone,2.63,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
105,105,4357.33,2.31,0.74,3362,17.6,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
106,106,4358.33,2.46,0.64,3362,17.4,sandstone,2.65,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
107,107,4359.33,12.4,4.15,3362,20.9,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
108,108,4368.33,0.76,0.33,3362,17.5,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
109,109,4369.33,2.48,0.82,3362,19.7,sandstone,2.63,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
110,110,4370.33,3.52,1.62,3362,20.2,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
111,111,4371.33,0.88,0.33,3362,18.0,sandstone,2.64,very fine grained fine grained,well cementedsorted,cemented,6,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
112,112,4372.33,2.95,1.44,3362,19.6,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
113,113,4373.33,0.27,0.09,3362,12.7,sandstone,2.69,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
114,114,4374.33,0.14,0.04,3362,13.8,sandstone,2.65,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
115,115,4375.33,0.07,0.03,3362,13.1,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
116,116,4376.33,0.62,0.21,3362,18.3,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
117,117,4377.33,0.46,0.41,3362,18.0,sandstone,2.64,very fine grained fine grained,well cementedsorted,well cemented,4,1/3-9 S,ULA FM,FORMATION,179,56.982769,2.958703,3362
118,118,5556.25,0.08,0.02,1839,5.8,sandstone,2.71,very fine grained fine grained,well cementedsorted,very well cemented,2,1/6-6,SMITH BANK FM,FORMATION,149,56.611425,2.955053,1839
119,119,5564.25,0.09,0.02,1839,6.4,sandstone,2.68,very fine grained fine grained,well cementedsorted,very well cemented,2,1/6-6,SMITH BANK FM,FORMATION,149,56.611425,2.955053,1839
120,120,3302.5,0.02,0.02,1928,13.0,sandstone,2.69,very fine grained fine grained,well cementedsorted,very well cemented,2,1/6-7,EKOFISK FM,FORMATION,33,56.555558,2.903106,1928
121,121,3302.75,0.02,0.02,1928,7.6,sandstone,2.68,very fine grained fine grained,well cementedsorted,very well cemented,2,1/6-7,EKOFISK FM,FORMATION,33,56.555558,2.903106,1928
122,122,3303.0,0.02,0.02,1928,11.8,sandstone,2.69,very fine grained fine grained,well cementedsorted,very well cemented,2,1/6-7,EKOFISK FM,FORMATION,33,56.555558,2.903106,1928
123,123,3303.25,0.02,0.02,1928,11.5,sandstone,2.69,very fine grained fine grained,well cementedsorted,very well cemented,2,1/6-7,EKOFISK FM,FORMATION,33,56.555558,2.903106,1928
124,124,3303.5,0.02,0.02,1928,12.3,sandstone,2.68,very fine grained fine grained,well cementedsorted,very well cemented,2,1/6-7,EKOFISK FM,FORMATION,33,56.555558,2.903106,1928
125,125,3303.75,0.02,0.02,1928,14.4,sandstone,2.69,very fine grained fine grained,well cementedsorted,very well cemented,2,1/6-7,EKOFISK FM,FORMATION,33,56.555558,2.903106,1928
126,126,3304.0,0.02,0.02,1928,9.4,sandstone,2.69,very fine grained fine grained,well cementedsorted,very well cemented,2,1/6-7,EKOFISK FM,FORMATION,33,56.555558,2.903106,1928
127,127,3304.25,0.02,0.02,1928,16.0,sandstone,2.7,very fine grained fine grained,well cementedsorted,very well cemented,2,1/6-7,EKOFISK FM,FORMATION,33,56.555558,2.903106,1928
128,128,3304.75,0.02,0.02,1928,14.6,sandstone,2.7,very fine grained fine grained,well cementedsorted,very well cemented,2,1/6-7,EKOFISK FM,FORMATION,33,56.555558,2.903106,1928
129,129,3305.0,0.02,0.03,1928,17.6,sandstone,2.69,very fine grained fine grained,well cementedsorted,very well cemented,2,1/6-7,EKOFISK FM,FORMATION,33,56.555558,2.903106,1928
130,130,3305.25,0.02,0.02,1928,11.1,sandstone,2.69,very fine grained fine grained,well cementedsorted,very well cemented,2,1/6-7,EKOFISK FM,FORMATION,33,56.555558,2.903106,1928
131,131,3305.75,0.02,0.02,1928,14.7,sandstone,2.7,very fine grained fine grained,well cementedsorted,very well cemented,2,1/6-7,EKOFISK FM,FORMATION,33,56.555558,2.903106,1928
132,132,3306.0,0.02,0.02,1928,13.5,sandstone,2.69,very fine grained fine grained,well cementedsorted,very well cemented,2,1/6-7,EKOFISK FM,FORMATION,33,56.555558,2.903106,1928
133,133,3306.25,0.02,40.02,1928,13.4,sandstone,2.71,very fine grained fine grained,well cementedsorted,very well cemented,2,1/6-7,EKOFISK FM,FORMATION,33,56.555558,2.903106,1928
134,134,3306.3,0.02,0.02,1928,12.6,sandstone,2.71,very fine grained fine grained,well cementedsorted,very well cemented,2,1/6-7,EKOFISK FM,FORMATION,33,56.555558,2.903106,1928
135,135,3306.75,0.02,0.02,1928,15.2,sandstone,2.71,very fine grained fine grained,well cementedsorted,very well cemented,2,1/6-7,EKOFISK FM,FORMATION,33,56.555558,2.903106,1928
136,136,3307.0,0.02,0.02,1928,10.0,sandstone,2.69,very fine grained fine grained,well cementedsorted,very well cemented,2,1/6-7,EKOFISK FM,FORMATION,33,56.555558,2.903106,1928
137,137,1561.25,16.4,9.15,1972,12.3,sandstone,2.64,very fine grained fine grained,well cementedsorted,very well cemented,2,10/7-1,SANDNES FM,FORMATION,139,57.473139,5.059225,1972
138,138,1561.5,9.28,4.42,1972,13.3,sandstone,2.64,very fine grained fine grained,well cementedsorted,very well cemented,2,10/7-1,SANDNES FM,FORMATION,139,57.473139,5.059225,1972
139,139,1561.75,2.32,1.21,1972,13.1,sandstone,2.64,very fine grained fine grained,well cementedsorted,very well cemented,2,10/7-1,SANDNES FM,FORMATION,139,57.473139,5.059225,1972
140,140,1562.0,0.29,0.16,1972,9.2,sandstone,2.73,very fine grained fine grained,well cementedsorted,very well cemented,2,10/7-1,SANDNES FM,FORMATION,139,57.473139,5.059225,1972
141,141,1562.25,0.02,0.02,1972,3.3,sandstone,2.69,very fine grained fine grained,well cementedsorted,very well cemented,2,10/7-1,SANDNES FM,FORMATION,139,57.473139,5.059225,1972
142,142,1562.5,0.02,0.02,1972,2.8,sandstone,2.73,very fine grained fine grained,well cementedsorted,very well cemented,2,10/7-1,SANDNES FM,FORMATION,139,57.473139,5.059225,1972
143,143,1562.75,0.07,0.03,1972,7.6,sandstone,2.75,very fine grained fine grained,well cementedsorted,very well cemented,2,10/7-1,SANDNES FM,FORMATION,139,57.473139,5.059225,1972
144,144,1563.0,0.09,0.08,1972,8.1,sandstone,2.73,very fine grained fine grained,well cementedsorted,very well cemented,2,10/7-1,SANDNES FM,FORMATION,139,57.473139,5.059225,1972
145,145,1563.25,0.16,0.24,1972,9.3,sandstone,2.74,very fine grained fine grained,well cementedsorted,very well cemented,2,10/7-1,SANDNES FM,FORMATION,139,57.473139,5.059225,1972
146,146,1563.5,0.54,0.23,1972,11.3,sandstone,2.74,very fine grained fine grained,well cementedsorted,very well cemented,2,10/7-1,SANDNES FM,FORMATION,139,57.473139,5.059225,1972
147,147,1563.75,2.15,1.13,1972,14.1,sandstone,2.73,very fine grained fine grained,well cementedsorted,very well cemented,2,10/7-1,SANDNES FM,FORMATION,139,57.473139,5.059225,1972
148,148,2902.4,0.51,0.06,438,10.7,sandstone,2.7,very fine grained fine grained,well cementedsorted,well cemented,4,15/12-4,HEATHER FM,FORMATION,60,58.052544,1.903225,438
149,149,2902.65,0.43,0.18,438,15.4,sandstone,2.67,very fine grained fine grained,well cementedsorted,well cemented,4,15/12-4,HEATHER FM,FORMATION,60,58.052544,1.903225,438
